term,estimate,std.error,robust.se,statistic,p.value,model
COHORThistorical,-0.45374892525001503,0.08604754332530629,0.06726513950948648,-6.74567730861574,1.5231480156053093e-11,Overall
COHORTunexposed,-0.2688001410876612,0.058107997775718366,0.05161796197006832,-5.207492330741966,1.914097464542775e-7,Overall
age,0.024756309493772347,0.0012062005655012363,0.0010616943765731877,23.31773629024753,2.9298811494452646e-120,Overall
nhblack,0.5136155539016606,0.042673881624270375,0.044386464924538106,11.571445366844685,5.750566331109322e-31,Overall
hispanic,0.1980060715000075,0.06754872580844616,0.07069506286493725,2.80084723707365,0.005096864030840826,Overall
nhother,0.260954255983823,0.09306278973569525,0.09216219522058458,2.831467451043727,0.0046334949241227,Overall
smoking,0.724792075621906,0.0588908706515853,0.05832287566138955,12.427234895444757,1.8595589809630727e-35,Overall
siteSource2,0.9806301075471453,0.27288688434030534,0.36275034326523475,2.703319585365991,0.006865070497185362,Overall
siteSource3,-0.4730205900552837,0.11013210495283651,0.11332669057681148,-4.1739557349437995,2.993559436442795e-5,Overall
siteSource4,-0.9442439941477203,0.10792000110790645,0.11040384769395346,-8.552636650537988,1.2030815894188411e-17,Overall
siteSource5,0.38926230546977714,0.07772011804216673,0.08205094997054113,4.744153548612594,2.093799884028294e-6,Overall
siteSource6,-12.184498380663857,277.03787583129593,0.12442590368731933,-97.92573748375855,0,Overall
siteSource7,0.5044469438690258,0.0847567646142319,0.08693095464467283,5.802846016484399,6.519866253648351e-9,Overall
hospitalization,0.08983862357791268,0.043350367524700076,0.04369599621940038,2.0559921125685574,0.039783276472697526,Overall
bmi,0.06037530323167291,0.0021691910046848888,0.002076839005722812,29.0707671925009,8.409570983499323e-186,Overall
ldl,-0.0029549012097773377,6.812979008146797e-4,8.018089949147272e-4,-3.685293166474882,2.284395357158326e-4,Overall
COHORThistorical,-0.36661843060389065,10.643428480493828,0.06874317961324733,-5.333160797427539,9.651777097899878e-8,Overlap
COHORTunexposed,-0.22686768002666854,10.610237157083379,0.05123331300515119,-4.428128237653857,9.505438371999221e-6,Overlap
age,0.020923053696788492,0.2566137011302975,0.0013344840175407303,15.678759297055343,2.1134209407525933e-55,Overlap
nhblack,0.41708870741128473,9.085254061394904,0.05256574382300766,7.934610586233689,2.1115680157257355e-15,Overlap
hispanic,0.10047617525855346,15.61267495650786,0.08714443291720621,1.1529844408307002,0.2489167708541718,Overlap
nhother,0.39369413142006715,18.718642239732684,0.11199569662952201,3.51526124010277,4.393215964190335e-4,Overlap
smoking,0.3477927263748109,13.343195900625988,0.07315903227278323,4.753927376704755,1.995027253714536e-6,Overlap
siteSource2,0.3834033885167794,50.33850380382646,0.3656610559541404,1.0485212528754064,0.2943985157018366,Overlap
siteSource3,-1.4075458588305734,26.512341218788773,0.13824845000061484,-10.181277683940134,2.403841186948293e-24,Overlap
siteSource4,-1.5072140211844791,22.44380416214454,0.1238501801776044,-12.169655458095377,4.509820776018027e-34,Overlap
siteSource5,0.18822473711877563,13.484951315544667,0.0803063989123694,2.3438323678810087,0.019086747752135362,Overlap
siteSource6,-16.38162694574328,352647.8294117908,0.15509613306637068,-105.62240735385099,0,Overlap
siteSource7,-0.07591747602649083,19.213531970237145,0.10562198199875504,-0.7187658723104218,0.4722851885882868,Overlap
hospitalization,0.19751600661121363,10.175677952527721,0.054588520134071415,3.6182700341776446,2.965788643645604e-4,Overlap
bmi,0.05878616222025637,0.4624858681545355,0.0023946168229251386,24.54929809957915,4.400295512174109e-133,Overlap
ldl,-0.003986017919421283,0.15057749847744173,9.436694432823137e-4,-4.223955695287679,2.400512604700579e-5,Overlap
COHORThistorical,-0.48902454912856524,0.0606784719405023,0.0880433763292006,-5.554359334199847,2.7863178305872584e-8,Sex
COHORTunexposed,-0.2871734483601748,0.04773640083197845,0.06653856642222675,-4.315894732956652,1.5895772163433155e-5,Sex
sex_categoryMale,0.31921743417063525,0.06961281966919017,0.08993503458924117,3.549422487338687,3.8607710908883776e-4,Sex
age,0.02369838884876313,0.0010691996330374125,0.0011610278983883544,20.411558483357144,1.3200769677045155e-92,Sex
nhblack,0.5394736176399734,0.037948599190730264,0.046676541101785755,11.5577033967355,6.748967426745712e-31,Sex
hispanic,0.1702360217928463,0.06307978486034833,0.07458108567784122,2.2825629346318985,0.022456126375434284,Sex
nhother,0.3106522925871845,0.08215446832219797,0.09572267789854166,3.2453364177342694,0.0011731194295573968,Sex
smoking,0.5741650607364502,0.05396573680275899,0.05917632183703539,9.702614878931358,2.938688697963345e-22,Sex
siteSource2,0.5496298718236622,0.23020757543958495,0.3356155145394871,1.6376771871760267,0.10148905191803112,Sex
siteSource3,-0.7672088876149196,0.10072984844132014,0.12488805097807881,-6.143172878481266,8.088916134308169e-10,Sex
siteSource4,-1.1920975644502245,0.09621517124284806,0.11332709707684199,-10.519086742704765,7.055411714354745e-26,Sex
siteSource5,0.292670922955921,0.06132542354537141,0.07554820209042974,3.873962779492748,1.070797741014347e-4,Sex
siteSource6,-12.28591285108904,226.24575409865116,0.14201505368815348,-86.51134180512513,0,Sex
siteSource7,0.2683215700939511,0.07814519981820064,0.08972715046671433,2.9904167099733,0.002785970953950908,Sex
hospitalization,0.12431764572505904,0.04030576332117059,0.04744854387045934,2.62005186217015,0.008791639559813975,Sex
bmi,0.06038467392353229,0.0019285474420115722,0.002147882032180992,28.11358958211349,6.682825728752287e-174,Sex
ldl,-0.0025665917192819886,6.213291559144363e-4,8.505212759670805e-4,-3.017669036396132,0.0025472693346199,Sex
COHORThistorical:sex_categoryMale,0.11639233816069064,0.10364166718244752,0.12661844053247095,0.9192368636923951,0.3579716933428774,Sex
COHORTunexposed:sex_categoryMale,-0.021533094600080186,0.08574736467418127,0.10010992944043755,-0.2150944938273255,0.829693646729611,Sex
COHORThistorical,-0.11594430705966255,0.1588760188749596,0.17222739202032938,-0.6732048003489288,0.5008170076854377,Age
COHORTunexposed,-0.3191129378991703,0.15616563362551092,0.1503746351455776,-2.1221194491360675,0.03382770854523893,Age
age_category40 to 64,0.7957184829140077,0.13546777936484472,0.15185177434433295,5.2401000011344525,1.604896032654279e-7,Age
age_category65 plus,0.5673185422224784,0.1887305117298812,0.1954185622317598,2.9030944437594304,0.0036949519092175946,Age
age,0.01827385008776914,0.002856268962486066,0.0026856473115262243,6.804262797032835,1.0156798554359309e-11,Age
nhblack,0.4450362349480585,0.04525642679772874,0.04616257195111167,9.64062911008019,5.3856887632807925e-22,Age
hispanic,0.0951274669650462,0.07520247996827964,0.07395484603500718,1.286291190708676,0.19834145575797854,Age
