Estimate,SE,dfcom,LCI,UCI,term,exposure,exposure_value,modifier_value,outcome,modifier_var,modifier1,modifier1_value
-0.45374892525001503,0.06726513950948648,102115,-0.5855885986886086,-0.3219092518114215,Contrast 3,COHORThistorical,1,NA,CPIT2DM,NA,NA,NA
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,NA,NA,NA
-0.2688001410876612,0.05161796197006832,102115,-0.3699713465489951,-0.1676289356263273,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,NA,NA,NA
-0.36661843060389065,0.06874317961324733,102115,-0.5013550626458554,-0.2318817985619259,Contrast 3,COHORThistorical,1,NA,CPIT2DM,Overlap,NA,NA
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,Overlap,NA,NA
-0.22686768002666854,0.05123331300515119,102115,-0.3272849735167649,-0.1264503865365722,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,Overlap,NA,NA
-0.3726322109678746,0.09789076779339526,102115,-0.5644981158429293,-0.18076630609281988,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
-0.30870654296025496,0.07810050498251243,102115,-0.46178353272597933,-0.1556295531945306,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
-0.48902454912856524,0.0880433763292006,102115,-0.6615895667337984,-0.31645953152333206,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
-0.2871734483601748,0.06653856642222675,102115,-0.4175890385477392,-0.15675785817261034,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
-0.11594430705966255,0.17222739202032938,102115,-0.4535099954195081,0.22162138130018302,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
-0.3191129378991703,0.1503746351455776,102115,-0.6138472227845024,-0.02437865301383818,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
-0.45217952497524816,0.08647200102868784,102115,-0.6216646469914763,-0.28269440295902004,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
-0.29375721068093985,0.06626655929126618,102115,-0.42363966689182153,-0.16387475447005814,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
-0.49565223519261603,0.12175384202625299,102115,-0.7342897655640719,-0.2570147048211602,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category65 plus,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
-0.3025995248030184,0.09186019711817013,102115,-0.48264551115463183,-0.12255353845140493,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
-0.2454209597039498,0.23494695595427326,96521,-0.7059169933743253,0.21507507396642575,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0,0,96521,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
-0.044476633068626634,0.16782087717976638,96521,-0.3734055523409687,0.28445228620371543,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
-0.40601183330040874,0.09735903623649154,96521,-0.5968355443239322,-0.21518812227688533,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0,0,96521,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
-0.32122713069636244,0.0775132989555129,96521,-0.4731531966491677,-0.16930106474355716,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
-0.5476186032952379,0.1019394589751635,96521,-0.7474199428865584,-0.34781726370391747,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0,0,96521,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
-0.2950535940512771,0.07654864899600444,96521,-0.44508894608344585,-0.14501824201910843,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
-0.6498299341084142,0.18539101153538026,102115,-1.0131963167177593,-0.2864635514990689,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
-0.40271630865798025,0.08985281145294549,102115,-0.5788278191057534,-0.2266047982102071,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
-0.34890932376257056,0.07529226263977065,102115,-0.496482158536521,-0.20133648898862008,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,,1
0,0,102115,0,0,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,,1
-0.261675331398084,0.062135710127496184,102115,-0.38346132324797655,-0.1398893395481915,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,,1
