Estimate,SE,dfcom,LCI,UCI,term,exposure,exposure_value,modifier_value,outcome,modifier_var,modifier1,modifier1_value
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,NA,NA,NA
0.45374892525001503,0.06726513950948648,102115,0.3219092518114215,0.5855885986886086,Contrast 3,COHORTexposed,1,NA,CPIT2DM,NA,NA,NA
0.18494878416235383,0.05810846097579695,102115,0.0710562006497918,0.29884136767491587,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,NA,NA,NA
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,Overlap,NA,NA
0.36661843060389065,0.06874317961324733,102115,0.2318817985619259,0.5013550626458554,Contrast 3,COHORTexposed,1,NA,CPIT2DM,Overlap,NA,NA
0.1397507505772221,0.05991261297477298,102115,0.022322029146667074,0.25717947200777713,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,Overlap,NA,NA
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0.3726322109678746,0.09789076779339526,102115,0.18076630609281988,0.5644981158429293,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0.06392566800761965,0.07900258381033684,102115,-0.09091939626064055,0.21877073227587984,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.48902454912856524,0.0880433763292006,102115,0.31645953152333206,0.6615895667337984,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.20185110076839047,0.07622612902025229,102115,0.052447887888695977,0.35125431364808496,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0.11594430705966255,0.17222739202032938,102115,-0.22162138130018302,0.4535099954195081,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
-0.20316863083950773,0.14208671876593315,102115,-0.48165859962073665,0.07532133794172122,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0.45217952497524816,0.08647200102868784,102115,0.28269440295902004,0.6216646469914763,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0.15842231429430828,0.07362005311984651,102115,0.014127010179409122,0.3027176184092074,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category65 plus,1
0.49565223519261603,0.12175384202625299,102115,0.2570147048211602,0.7342897655640719,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
0.1930527103895977,0.09857961322795011,102115,-1.6333153718450788e-4,0.3862687523163799,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
0,0,96521,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0.2454209597039498,0.23494695595427326,96521,-0.21507507396642575,0.7059169933743253,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0.2009443266353232,0.19738279378151885,96521,-0.18592594917645378,0.5878146024471002,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0,0,96521,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0.40601183330040874,0.09735903623649154,96521,0.21518812227688533,0.5968355443239322,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0.0847847026040463,0.07893035371535387,96521,-0.06991879067804727,0.23948819588613987,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0,0,96521,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0.5476186032952379,0.1019394589751635,96521,0.34781726370391747,0.7474199428865584,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0.25256500924396086,0.0893417869231953,96521,0.07745510687449805,0.42767491161342364,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0.6498299341084142,0.18539101153538026,102115,0.2864635514990689,1.0131963167177593,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0.24711362545043383,0.17365910326741588,102115,-0.09325821695370126,0.5874854678545689,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0,0,102115,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,,1
0.34890932376257056,0.07529226263977065,102115,0.20133648898862008,0.496482158536521,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,,1
0.08723399236448653,0.06149639207352247,102115,-0.03329893609961751,0.20776692082859058,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,,1
