Estimate,SE,dfcom,LCI,UCI,term,exposure,exposure_value,modifier_value,outcome,modifier_var,modifier1,modifier1_value
-0.18494878416235383,0.05810846097579695,102115,-0.29884136767491587,-0.0710562006497918,Contrast 3,COHORThistorical,1,NA,CPIT2DM,NA,NA,NA
0.2688001410876612,0.05161796197006832,102115,0.1676289356263273,0.3699713465489951,Contrast 3,COHORTexposed,1,NA,CPIT2DM,NA,NA,NA
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,NA,NA,NA
-0.1397507505772221,0.05991261297477298,102115,-0.25717947200777713,-0.022322029146667074,Contrast 3,COHORThistorical,1,NA,CPIT2DM,Overlap,NA,NA
0.22686768002666854,0.05123331300515119,102115,0.1264503865365722,0.3272849735167649,Contrast 3,COHORTexposed,1,NA,CPIT2DM,Overlap,NA,NA
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,Overlap,NA,NA
-0.06392566800761965,0.07900258381033684,102115,-0.21877073227587984,0.09091939626064055,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0.30870654296025496,0.07810050498251243,102115,0.1556295531945306,0.46178353272597933,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
-0.20185110076839047,0.07622612902025229,102115,-0.35125431364808496,-0.052447887888695977,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.2871734483601748,0.06653856642222675,102115,0.15675785817261034,0.4175890385477392,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.20316863083950773,0.14208671876593315,102115,-0.07532133794172122,0.48165859962073665,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0.3191129378991703,0.1503746351455776,102115,0.02437865301383818,0.6138472227845024,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
-0.15842231429430828,0.07362005311984651,102115,-0.3027176184092074,-0.014127010179409122,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0.29375721068093985,0.06626655929126618,102115,0.16387475447005814,0.42363966689182153,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
-0.1930527103895977,0.09857961322795011,102115,-0.3862687523163799,1.6333153718450788e-4,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category65 plus,1
0.3025995248030184,0.09186019711817013,102115,0.12255353845140493,0.48264551115463183,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
-0.2009443266353232,0.19738279378151885,96521,-0.5878146024471002,0.18592594917645378,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0.044476633068626634,0.16782087717976638,96521,-0.28445228620371543,0.3734055523409687,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0,0,96521,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
-0.0847847026040463,0.07893035371535387,96521,-0.23948819588613987,0.06991879067804727,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0.32122713069636244,0.0775132989555129,96521,0.16930106474355716,0.4731531966491677,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0,0,96521,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
-0.25256500924396086,0.0893417869231953,96521,-0.42767491161342364,-0.07745510687449805,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0.2950535940512771,0.07654864899600444,96521,0.14501824201910843,0.44508894608344585,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0,0,96521,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
-0.24711362545043383,0.17365910326741588,102115,-0.5874854678545689,0.09325821695370126,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0.40271630865798025,0.08985281145294549,102115,0.2266047982102071,0.5788278191057534,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
-0.08723399236448653,0.06149639207352247,102115,-0.20776692082859058,0.03329893609961751,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,,1
0.261675331398084,0.062135710127496184,102115,0.1398893395481915,0.38346132324797655,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,,1
0,0,102115,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,,1
