time,surv,COHORT,modifier,se,ci_lower,ci_upper,cuminc_surv,cuminc_ci_lower,cuminc_ci_upper
180,0.9876399480449987,exposed,NA,6.611436702280654e-4,0.986344130262745,0.9889357658272523,12.360051955001339,13.655869737254967,11.06423417274771
365,0.9629630396294857,exposed,NA,0.001727158017392078,0.9595778721197876,0.9663482071391838,37.036960370514294,40.42212788021238,33.65179286081621
180,0.9920571745941521,historical,NA,5.047790976704815e-4,0.9910678257425694,0.9930465234457349,7.9428254058478975,8.932174257430647,6.953476554265148
365,0.9760092485786703,historical,NA,0.0013546481916534682,0.9733541869113073,0.9786643102460335,23.99075142132967,26.645813088692737,21.33568975396649
180,0.9904963227456329,unexposed,NA,3.431556560769102e-4,0.989823750018631,0.9911688954726349,9.503677254367071,10.176249981369011,8.831104527365131
365,0.9713756939935324,unexposed,NA,7.489635202845318e-4,0.9699077524680404,0.9728436355190244,28.62430600646759,30.092247531959604,27.156364480975583
180,0.9889493153537081,exposed,Female,7.513066884924144e-4,0.9874767813029189,0.9904218494044973,11.050684646291886,12.523218697081063,9.57815059550271
365,0.9668409025593319,exposed,Female,0.0020638689622737207,0.9627957937244652,0.9708860113941984,33.15909744066814,37.20420627553478,29.11398860580161
180,0.9848611912529437,exposed,Male,0.0011362330390777599,0.9826342154183068,0.9870881670875805,15.13880874705631,17.365784581693244,12.911832912419484
365,0.9549047246931186,exposed,Male,0.0031414901596571354,0.9487475171224037,0.9610619322638335,45.0952753068814,51.252482877596314,38.93806773616648
180,0.9931012983939642,historical,Female,5.793752117365508e-4,0.9919657438454254,0.9942368529425032,6.898701606035784,8.03425615457465,5.763147057496809
365,0.9791434406862829,historical,Female,0.001629921610974004,0.9759488530311503,0.9823380283414155,20.856559313717106,24.05114696884969,17.66197165858452
180,0.9895247946796216,historical,Male,8.343658750793792e-4,0.9878894676145368,0.9911601217447065,10.475205320378379,12.110532385463223,8.8398782552935309
365,0.9685351384063264,historical,Male,0.002306398084642695,0.9640146812264145,0.9730555955862383,31.464861593673564,35.98531877358546,26.944404413761667
180,0.9916107094900671,unexposed,Female,3.562745003539384e-4,0.9909124243007634,0.9923089946793708,8.389290509932867,9.087575699236572,7.691005320629163
365,0.9747055635113888,unexposed,Female,8.499622653212157e-4,0.9730396680831411,0.9763714589396365,25.294436488611183,26.96033191685887,23.628541060363496
180,0.9888560459104766,unexposed,Male,5.101495307967076e-4,0.987856171203385,0.9898559206175681,11.143954089523401,12.143828796615018,10.144079382431892
365,0.9665666415780696,unexposed,Male,0.0012896080903137992,0.964039056166883,0.9690942269892561,33.43335842193041,35.960943833116986,30.905773010743932
180,0.9894506253812011,exposed,Hispanic,0.0016760531689164527,0.9861656215339506,0.9927356292284515,10.5493746187989,13.834378466049401,7.264370771548512
365,0.9686606371407321,exposed,Hispanic,0.004834618834602906,0.9591849583459314,0.9781363159355329,31.33936285926786,40.81504165406857,21.863684064467147
180,0.9823768760568462,exposed,NH Black,0.0013054304403331,0.9798182794094711,0.9849354727042213,17.623123943153796,20.18172059052892,15.064527295778674
365,0.9482673234616593,exposed,NH Black,0.0035572765096965188,0.9412951896196038,0.9552394573037148,51.732676538340684,58.70481038039621,44.76054269628516
180,0.9891169108484664,exposed,NH White,8.664329205010468e-4,0.9874187335292645,0.9908150881676683,10.883089151533575,12.581266470735542,9.184911832331721
365,0.967687597074292,exposed,NH White,0.002393950765087734,0.9629955397939578,0.972379654354626,32.31240292570803,37.0044602060422,27.620345645373966
180,0.9919109379380207,historical,Hispanic,0.0016573532464197486,0.9886625852653774,0.9951592906106639,8.089062061979346,11.337414734622575,4.8407093893361175
365,0.9758685087669008,historical,Hispanic,0.004816864441500411,0.9664276279431484,0.9853093895906533,24.13149123309921,33.5723720568516,14.690610409346716
180,0.9896629637984908,historical,NH Black,9.471711232602567e-4,0.9878065425097045,0.9915193850872773,10.337036201509164,12.193457490295545,8.480614912722672
365,0.9692803434736423,historical,NH Black,0.0026359723960514476,0.9641139325131397,0.974446754434145,30.719656526357664,35.8860674868603,25.553245565855033
180,0.992633156276363,historical,NH White,6.234915121142625e-4,0.9914111353679526,0.9938551771847733,7.366843723637051,8.588864632047443,6.144822815226658
365,0.9779958538178485,historical,NH White,0.0017361701681391534,0.9745930228172628,0.9813986848184341,22.00414618215152,25.40697718273721,18.601315181565937
180,0.9901311940470676,unexposed,Hispanic,7.857988919282591e-4,0.9885910565197967,0.9916713315743385,9.86880595293238,11.40894348020327,8.32866842566149
365,0.9706484441456824,unexposed,Hispanic,0.0021812122038572467,0.966373346783483,0.9749235415078819,29.35155585431759,33.626653216517035,25.07645849211815
180,0.9867997077440842,unexposed,NH Black,6.540163481573739e-4,0.9855178592563953,0.9880815562317731,13.200292255915791,14.482140743604655,11.918443768226927
365,0.960961312131032,unexposed,NH Black,0.0016463254457882827,0.9577345735504551,0.964188050711609,39.038687868968026,42.2654264495449,35.81194928839104
180,0.9919830670307733,unexposed,NH White,3.503355973201938e-4,0.9912964218775234,0.9926697121840232,8.016932969226676,8.703578122476575,7.330287815976777
365,0.9760807344128196,unexposed,NH White,8.478163411111784e-4,0.9744190449187372,0.977742423906902,23.919265587180384,25.58095508126279,22.257576093097974
180,0.9929715482087518,exposed,18 to 39,0.0011225021393282692,0.9907714844430993,0.9951716119744044,7.028451791248225,9.22851555690074,4.828388025595598
365,0.9787630830856698,exposed,18 to 39,0.003305969747950159,0.9722835014457085,0.9852426647256312,21.236916914330163,27.71649855429148,14.757335274368844
