term,estimate,std.error,robust.se,statistic,p.value,model
COHORThistorical,-0.35787887578785393,0.07891986711918499,0.05701249242531708,-6.277201023208267,3.4472227085674416e-10,Overall
COHORTunexposed,-0.21345095276383091,0.04699513850737444,0.0362846826958437,-5.8826738145427155,4.036910282575212e-9,Overall
age,0.028372873234375564,0.0010157534428991695,7.742072067154804e-4,36.647648056320065,4.9882218896583774e-294,Overall
nhblack,0.6654409025538747,0.03710311332537657,0.03410889112700234,19.509309173263556,9.151037819718422e-85,Overall
hispanic,0.37534056789293646,0.04875153971458816,0.04214665865072227,8.9055830262479,5.310619000487584e-19,Overall
nhother,0.35535271773724053,0.07938247554842176,0.07007847618926594,5.070782600602132,3.9618313611463086e-7,Overall
smoking,0.7907963662446279,0.0542196000001502,0.046617152890703444,16.963634997158554,1.5260476101056334e-64,Overall
siteSource2,0.7438383397502394,0.06833723334235939,0.056653791256170656,13.12954214108701,2.2300073533831488e-39,Overall
siteSource3,-0.6217044415894982,0.10343862084898343,0.09219947101207672,-6.743036969355979,1.5510972106597116e-11,Overall
siteSource4,-1.0960441663927714,0.10600390969069247,0.09756683868537712,-11.233777594528556,2.7831929737963716e-29,Overall
siteSource5,0.3800950583293828,0.06790489011901558,0.060770489321465636,6.254599272991601,3.9853788974055486e-10,Overall
siteSource6,-13.095358728929334,295.6006669480277,0.06755069707981964,-193.85971270519266,0,Overall
siteSource7,0.4332609410984421,0.0799108076675514,0.07308477690251984,5.928196807336823,3.0627928630063344e-9,Overall
hospitalization,0.14366199132100577,0.03757707369815067,0.03363395133973729,4.27133850167864,1.9430321375200952e-5,Overall
bmi,0.06254207744413093,0.0018628915664554706,0.0015682113578185243,39.881153221036925,0,Overall
ldl,-0.004029692736348706,6.439600648890559e-4,7.120756058634654e-4,-5.659079883044563,1.5218670989648033e-8,Overall
percent_test_results_reported_positive_last_7_days,5.361392140345183e-4,0.0037661451342833564,0.003438807331579053,0.15590847707897917,0.876105163281142,Overall
Cases_per_100k_7_day_count_sum,8.083629947624016e-5,1.727931305964997e-5,1.5260215014260966e-5,5.297192693595541,1.1759658062148058e-7,Overall
COHORThistorical,-0.21297240867598938,12.013723613779948,0.06099757621574005,-3.4914896933401947,4.8033499738690724e-4,Overlap
COHORTunexposed,-0.14630846459284214,8.929974398602328,0.03690863572031135,-3.9640713274136683,7.368222103074348e-5,Overlap
age,0.02575646835513839,0.21530378555246069,9.528601409160395e-4,27.03069133564261,6.4426159698075756e-161,Overlap
nhblack,0.5905137025756241,7.946511889793683,0.03966208187547281,14.888620935977649,3.907461671817544e-50,Overlap
hispanic,0.3098789114774154,10.748503145520841,0.04944045149809468,6.267720097365159,3.663725711284762e-10,Overlap
nhother,0.49842784586591127,16.123585109608726,0.08336290260425087,5.979012609866769,2.2449418143413788e-9,Overlap
smoking,0.4209664201102228,12.363902123742811,0.056482352657076414,7.453061005904857,9.119908572874973e-14,Overlap
siteSource2,0.25481350679695847,15.244005512265163,0.06941042458188365,3.671112924779106,2.414966042810978e-4,Overlap
siteSource3,-1.4733729692811521,24.71098083389125,0.10932522052342308,-13.476972305447854,2.1369760985394984e-41,Overlap
siteSource4,-1.6373898868272745,21.53410542345481,0.10887016538266402,-15.039840171750166,4.025207255753602e-51,Overlap
siteSource5,0.12334288024512113,12.467552716477948,0.06176666513033075,1.996916621366258,0.045834241273408835,Overlap
siteSource6,-19.305408956672114,1096710.687206494,0.08191821357666797,-235.66686959798037,0,Overlap
siteSource7,-0.15664186462635973,18.126038327156003,0.08600679833878962,-1.8212730580823546,0.06856535974533574,Overlap
hospitalization,0.2730451537759432,8.793166199051903,0.04184377873412859,6.525346468129618,6.784452209514484e-11,Overlap
bmi,0.060822347395757995,0.3998848336639933,0.001812564770363345,33.555958049193244,7.370354076842884e-247,Overlap
ldl,-0.005062844566239505,0.14248848352873597,8.394818823265903e-4,-6.030915821801937,1.6303309844557944e-9,Overlap
percent_test_results_reported_positive_last_7_days,0.0011236182386287121,0.8820659192747682,0.004043249172033498,0.2778998253188545,0.7810892579967461,Overlap
Cases_per_100k_7_day_count_sum,8.935895722738333e-5,0.004011475980193443,1.7553206183353874e-5,5.09074845324409,3.56652909965645e-7,Overlap
COHORThistorical,-0.3111032216832193,0.05917375733985583,0.07125072898243796,-4.366316332846233,1.2635944438183175e-5,Sex
COHORTunexposed,-0.20405638290522532,0.0400149341508828,0.04762171581337462,-4.284943946684001,1.8278526730611446e-5,Sex
sex_categoryMale,0.33813639931952394,0.05409086406827059,0.060249710978962555,5.612249317471271,1.9971340973560227e-8,Sex
age,0.02823670999239129,8.934981072650903e-4,8.283811213563893e-4,34.086616974269724,1.1645447432051182e-254,Sex
nhblack,0.7046445729527326,0.03303305552521801,0.03543589639231008,19.88505003941842,5.482756069760795e-88,Sex
hispanic,0.3831216750899959,0.04420872280880255,0.04316652654459289,8.875434410832538,6.966097725620043e-19,Sex
nhother,0.4361336209860547,0.06975524793406772,0.07269939127091916,5.9991371779273015,1.9836872869120644e-9,Sex
smoking,0.6506714347176352,0.04977824112254724,0.04657070879225235,13.97168846238138,2.3205906229134375e-44,Sex
siteSource2,0.5309828679526796,0.061697880689036866,0.05741569909260743,9.248043241557367,2.2863984807138495e-20,Sex
siteSource3,-0.8815579241003729,0.09486781935917657,0.09953199806741399,-8.85703031404318,8.217419388299171e-19,Sex
siteSource4,-1.3208507488890544,0.0930553117142965,0.09899830294422236,-13.342155467384611,1.3159867027373985e-40,Sex
siteSource5,0.2587743664543456,0.05503244796900361,0.05787792790348899,4.471037160933784,7.784116987210126e-6,Sex
siteSource6,-13.196041095317794,248.24325953139262,0.07313813574644952,-180.4262709274538,0,Sex
siteSource7,0.21750052645377135,0.07347932697142394,0.07473662584758652,2.910226732704379,0.0036116664445919795,Sex
hospitalization,0.19205001054186796,0.03472423381810834,0.03641971338023289,5.273243326678807,1.340336640429563e-7,Sex
bmi,0.06288574498938894,0.0016497302520854732,0.0016267811019144204,38.65654999027469,0,Sex
ldl,-0.003360748375150325,5.875074315649339e-4,7.546768495570855e-4,-4.453228394540954,8.458869147501833e-6,Sex
percent_test_results_reported_positive_last_7_days,8.905563723557397e-4,0.00334731362171806,0.0038199622726575303,0.2331322428836931,0.815658718411801,Sex
Cases_per_100k_7_day_count_sum,8.645316840716138e-5,1.528656554748376e-5,1.6363360887769364e-5,5.283338123513487,1.2685095303775918e-7,Sex
COHORThistorical:sex_categoryMale,-0.0028340544501430126,0.08451714917866425,0.08735770707515912,-0.032441950974110435,0.9741196080416561,Sex
COHORTunexposed:sex_categoryMale,-0.06444122540539546,0.06829381103912541,0.06848489977884467,-0.9409552414253759,0.34672779666109854,Sex
COHORThistorical,-0.14530518933353986,0.1508171073924117,0.13958356767190444,-1.040990653535123,0.2978798860518729,Age
COHORTunexposed,-0.3074624899391016,0.13749477884230493,0.11228733582631972,-2.7381760167029765,0.006178099986564391,Age
age_category40 to 64,0.8207252493983126,0.11315948688215051,0.10872849157974883,7.548391755222109,4.406657321887395e-14,Age
age_category65 plus,0.5168732833283126,0.15532676608038407,0.1390709692491113,3.71661523694756,2.019095706605931e-4,Age
age,0.023284590541833634,0.002351452279370022,0.0019063214641337472,12.21440925883631,2.6038592902007675e-34,Age
nhblack,0.614663728496021,0.03928034504062024,0.034983777163479,17.56996466172594,4.184329754998445e-69,Age
hispanic,0.29228390608711147,0.05273979292770018,0.04323618571882314,6.760168623289632,1.378312302142043e-11,Age
nhother,0.40812526045686437,0.08189107836307298,0.07259846608943275,5.621678837595579,1.8911059017777784e-8,Age
smoking,0.6741098300320378,0.06003514042578819,0.04649441972330751,14.498725525422755,1.2342019265299542e-47,Age
siteSource2,0.505128626398835,0.07404722832206054,0.05701598169483439,8.859421716220302,8.043056326945444e-19,Age
siteSource3,-0.9235256620100434,0.11435688034846002,0.09704089488939321,-9.516870831237426,1.7847218265973604e-21,Age
siteSource4,-1.2843932415774504,0.10910262629069852,0.09716519202770664,-13.218655927847143,6.847664031358278e-40,Age
siteSource5,0.3036047358539948,0.06717503905354881,0.05739613045916403,5.289637705977449,1.2255887982871498e-7,Age
siteSource6,-12.833884870255392,302.6854820159804,0.08649199130352894,-148.38234935783888,0,Age
siteSource7,0.17776326607414136,0.08788221930854756,0.07420307392208637,2.3956321036079147,0.01659173420161617,Age
hospitalization,0.2282158517223187,0.04162840304146718,0.035975984938300315,6.343560909137427,2.2451414713188653e-10,Age
