term,estimate,std.error,robust.se,statistic,p.value,model
COHORThistorical,-0.3622141191774378,0.07732171182569685,0.057108566842176044,-6.342553126546576,2.2598823947756586e-10,Overall
COHORTunexposed,-0.21664877515284556,0.04600076229883092,0.036325788524918266,-5.964048791514376,2.4606321066098397e-9,Overall
age,0.028472697774026303,9.922616942660129e-4,7.74415502970497e-4,36.76669393214747,6.291339766457931e-296,Overall
nhblack,0.6663953344554258,0.03632326332703854,0.03413560378189028,19.52200226817033,7.1385251345389e-85,Overall
hispanic,0.3760279188570926,0.047715234856604435,0.04221765928188932,8.90688695804607,5.2485526330420675e-19,Overall
nhother,0.3531837643154566,0.07761054727556164,0.07012727638663059,5.036325129301461,4.7455424145504394e-7,Overall
smoking,0.7878950497305687,0.0527839030101744,0.04662631515098317,16.898076701520235,4.648221867400031e-64,Overall
siteSource2,0.7539697319736798,0.06679955100624997,0.0567321327678719,13.28999449145797,2.6459769580851846e-40,Overall
siteSource3,-0.6293548666779794,0.09956447825217103,0.09219163021855016,-6.826594401097215,8.695408461672488e-12,Overall
siteSource4,-1.094005404381665,0.10334962789087532,0.09755571287015931,-11.214160321269132,3.4746841469561506e-29,Overall
siteSource5,0.3906459488197064,0.06622490679071373,0.06088882725705112,6.415724631557398,1.4015458523206964e-10,Overall
siteSource6,-13.096184777767322,289.55198182220374,0.06757566438839645,-193.8003110483083,0,Overall
siteSource7,0.4354005605430285,0.07794464772681693,0.07311131857559587,5.955309916792592,2.595794469759448e-9,Overall
hospitalization,0.1443661007470918,0.0366847719910809,0.03360613476355394,4.295825799748257,1.740442177435921e-5,Overall
bmi,0.06255259742138355,0.0018221942803603854,0.0015704978671259747,39.829788203313754,0,Overall
ldl,-0.004019366946713317,6.32553774650584e-4,7.143414933814166e-4,-5.626674334269996,1.8371710457811598e-8,Overall
percent_test_results_reported_positive_last_7_days,5.765632511698505e-4,0.0036800521672450104,0.00344122827205024,0.1675457730754785,0.8669406347898727,Overall
Cases_per_100k_7_day_count_sum,8.077363688078087e-5,1.6909310255441913e-5,1.527882578831919e-5,5.286639038880402,1.245841304853228e-7,Overall
COHORThistorical,-0.2147178108355821,11.763523277451329,0.0611563329897402,-3.510966082148907,4.464813615512527e-4,Overlap
COHORTunexposed,-0.1490476635364226,8.742277840129224,0.03694762413797481,-4.034025651550115,5.482932859582906e-5,Overlap
age,0.02578938587804829,0.2105557956335057,9.543411790605662e-4,27.02323492258275,7.88320070820169e-161,Overlap
nhblack,0.5901010020259811,7.784236848380747,0.03967665642135653,14.872750257966565,4.95358546386726e-50,Overlap
hispanic,0.30829676348272184,10.53221368658359,0.04950045237096021,6.228160526136652,4.71943380544811e-10,Overlap
nhother,0.4966714401071321,15.782642251975126,0.08345821425274622,5.95113907665223,2.6628268628663658e-9,Overlap
smoking,0.42021457544189705,12.052124874471854,0.056521982694454694,7.43453352854736,1.0493760978043634e-13,Overlap
