Estimate,SE,dfcom,LCI,UCI,term,exposure,exposure_value,modifier_value,outcome,modifier_var,modifier1,modifier1_value
-0.14556534402459223,0.048797455289842605,218848,-0.24120835639268373,-0.04992233165650073,Contrast 3,COHORThistorical,1,NA,CPIT2DM,NA,NA,NA
0.21664877515284556,0.036325788524918266,218848,0.14545022964400575,0.2878473206616854,Contrast 3,COHORTexposed,1,NA,CPIT2DM,NA,NA,NA
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,NA,NA,NA
-0.06567014729915951,0.05264655680002852,218848,-0.1688573986272154,0.03751710402889638,Contrast 3,COHORThistorical,1,NA,CPIT2DM,Overlap,NA,NA
0.1490476635364226,0.03694762413797481,218848,0.07663032022599198,0.22146500684685322,Contrast 3,COHORTexposed,1,NA,CPIT2DM,Overlap,NA,NA
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,Overlap,NA,NA
-0.04525061426161164,0.06286609296863083,218848,-0.16846815648012806,0.07796692795690477,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0.27057177777472796,0.05330566743284148,218848,0.16609266960635866,0.37505088594309727,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
-0.10576531135859546,0.06094958892838706,218848,-0.2252265056582341,0.01369588294104318,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.20872806250914555,0.04765867966470123,218848,0.11531705036633115,0.30213907465195994,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.16994951394358743,0.12258617525311387,218848,-0.07031938955251577,0.4102184174396906,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0.313467986321233,0.11231194331993789,218848,0.09333657741415474,0.5335993952283113,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
-0.10196596429907498,0.05933988633129271,218848,-0.21827214150840868,0.014340212910258734,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0.24267071198666024,0.04660869721568458,218848,0.15131766544391845,0.334023758529402,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
-0.0527392982905269,0.07112638136679209,218848,-0.19214700576943938,0.08666840918838559,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category65 plus,1
0.2035227483047892,0.06292033848134847,218848,0.0801988848813462,0.3268466117282322,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
-0.10706976075629178,0.08801927825158246,206861,-0.2795875461293934,0.06544802461680983,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0.11395087188678231,0.07740373794247067,206861,-0.03776045448046021,0.2656621982540248,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0,0,206861,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
-0.037089926979392646,0.0677227327349754,206861,-0.16982648313994442,0.09564662918115913,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0.2883636902877566,0.05745126704740524,206861,0.17575920687484234,0.40096817370067084,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0,0,206861,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
-0.09496488229941683,0.07290289099616286,206861,-0.23785454865189604,0.047924784053062386,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0.215978433673307,0.05722900451866865,206861,0.10380958481671644,0.32814728252989755,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0,0,206861,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
-0.010880335518213963,0.14111468367276603,218848,-0.2874651155168354,0.2657044444804074,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0.36794441890348173,0.06706094771822507,218848,0.2365049613757606,0.49938387643120286,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
-0.041048009911290734,0.051945291205820816,218848,-0.14286078067469954,0.06076476085211806,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,,1
0.2048763309386251,0.04270904467776715,218848,0.12116660337020148,0.2885860585070487,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,,1
0,0,218848,0,0,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,,1
