Estimate,SE,dfcom,LCI,UCI,term,exposure,exposure_value,modifier_value,outcome,modifier_var,modifier1,modifier1_value
-0.7365642845839488,0.12291037336594754,218843,-0.9774686163812061,-0.49565995278669167,Contrast 3,COHORThistorical,1,NA,CPITF,NA,NA,NA
-0.46630511563303173,0.12909046914391048,218843,-0.7193224351550962,-0.2132877961109672,Contrast 3,COHORTexposed,1,NA,CPITF,NA,NA,NA
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,NA,NA,NA
-0.6575134252107844,0.14199997124615577,218843,-0.9358333688532496,-0.37919348156831906,Contrast 3,COHORThistorical,1,NA,CPITF,Overlap,NA,NA
-0.43979535527098373,0.13213231899967773,218843,-0.6987747005103521,-0.1808160100316154,Contrast 3,COHORTexposed,1,NA,CPITF,Overlap,NA,NA
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,Overlap,NA,NA
-0.5552952162052285,0.1836756187348502,218843,-0.9152994289255348,-0.19529100348492212,Contrast 3,COHORThistorical,1,NA,CPITF,sex_category,sex_categoryMale,1
-0.6588439224878202,0.2332499898214091,218843,-1.116013902537782,-0.20167394243785836,Contrast 3,COHORTexposed,1,NA,CPITF,sex_category,sex_categoryMale,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,sex_category,sex_categoryMale,1
-0.8256173256408063,0.14217445225752215,218843,-1.1042792520655498,-0.5469553992160628,Contrast 3,COHORThistorical,1,NA,CPITF,sex_category,sex_categoryFemale,1
-0.3469096406735054,0.15167178483734936,218843,-0.6441863389547101,-0.04963294239230065,Contrast 3,COHORTexposed,1,NA,CPITF,sex_category,sex_categoryFemale,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,sex_category,sex_categoryFemale,1
-0.7262169568500252,0.17587376282964928,218843,-1.0709295319961378,-0.3815043817039126,Contrast 3,COHORThistorical,1,NA,CPITF,age_category,age_category18 to 39,1
-0.5788637921614128,0.21020853024710062,218843,-0.99087251144573,-0.1668550728770956,Contrast 3,COHORTexposed,1,NA,CPITF,age_category,age_category18 to 39,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,age_category,age_category18 to 39,1
-0.7627737612317633,0.1732455303120747,218843,-1.1023350006434298,-0.4232125218200969,Contrast 3,COHORThistorical,1,NA,CPITF,age_category,age_category40 to 64,1
-0.5037383296733171,0.19077605915636836,218843,-0.877659405619799,-0.1298172537268351,Contrast 3,COHORTexposed,1,NA,CPITF,age_category,age_category40 to 64,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,age_category,age_category40 to 64,1
-0.6341234935629303,0.25008664128366676,218843,-1.124293310478917,-0.14395367664694347,Contrast 3,COHORThistorical,1,NA,CPITF,age_category,age_category65 plus,1
-0.11512727947417178,0.2852149756135925,218843,-0.674148631676813,0.4438940727284695,Contrast 3,COHORTexposed,1,NA,CPITF,age_category,age_category65 plus,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,age_category,age_category65 plus,1
-0.5418387875781516,0.18716781817772898,206856,-0.9086877112065004,-0.17498986394980282,Contrast 3,COHORThistorical,1,NA,CPITF,raceeth_category,raceeth_categoryHispanic,1
-0.7890054222972744,0.23852622497204878,206856,-1.2565168232424901,-0.32149402135205885,Contrast 3,COHORTexposed,1,NA,CPITF,raceeth_category,raceeth_categoryHispanic,1
0,0,206856,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,raceeth_category,raceeth_categoryHispanic,1
-0.7243350367440842,0.1726914490202798,206856,-1.0628102768238326,-0.3858597966643358,Contrast 3,COHORThistorical,1,NA,CPITF,raceeth_category,raceeth_categoryNH White,1
-0.3383578477722718,0.19127513638999274,206856,-0.7132571150966576,0.036541419552113985,Contrast 3,COHORTexposed,1,NA,CPITF,raceeth_category,raceeth_categoryNH White,1
0,0,206856,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,raceeth_category,raceeth_categoryNH White,1
-0.8897673799318132,0.2917984514520721,206856,-1.4616923447778745,-0.31784241508575184,Contrast 3,COHORThistorical,1,NA,CPITF,raceeth_category,raceeth_categoryNH Black,1
-0.017471203322994566,0.2773761722878712,206856,-0.5611285010072221,0.526186094361233,Contrast 3,COHORTexposed,1,NA,CPITF,raceeth_category,raceeth_categoryNH Black,1
0,0,206856,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,raceeth_category,raceeth_categoryNH Black,1
-0.9444998598388052,0.8046105215147622,218843,-2.521536482007739,0.6325367623301286,Contrast 3,COHORThistorical,1,NA,CPITF,hospitalization_category,hospitalization,1
0.5132618981010163,0.37411947731881773,218843,-0.22001227744386642,1.246536073645899,Contrast 3,COHORTexposed,1,NA,CPITF,hospitalization_category,hospitalization,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,hospitalization_category,hospitalization,1
-0.7489159078493837,0.12828953236431392,218843,-1.0003633912834389,-0.4974684244153284,Contrast 3,COHORThistorical,1,NA,CPITF,hospitalization_category,,1
-0.566483779412348,0.1343797442061085,218843,-0.8298680780563206,-0.30309948076837534,Contrast 3,COHORTexposed,1,NA,CPITF,hospitalization_category,,1
0,0,218843,0,0,Contrast 3,COHORTunexposed,1,NA,CPITF,hospitalization_category,,1
