term,estimate,std.error,robust.se,statistic,p.value,model
COHORThistorical,-0.4135387802901934,0.051982634975046654,0.03453340442160288,-11.975036554215261,4.8022590412319623e-33,Overall
COHORTunexposed,-0.16634931560965874,0.03417669686345028,0.026073238578572085,-6.380078758086099,1.769969341867677e-10,Overall
age,0.0293104314812837,7.102357399880376e-4,5.751846183307021e-4,50.958301990669156,0,Overall
nhblack,0.5633654934233042,0.027015159457095705,0.02478089249870317,22.733866161309006,2.0725766849104547e-114,Overall
hispanic,0.349672690296603,0.03315872358580782,0.029255145760500357,11.952519162243355,6.298655653380519e-33,Overall
nhother,0.21259740464754173,0.0564980016227503,0.05015889985902233,4.238478221114748,2.250400088425662e-5,Overall
smoking,0.047659419860310644,0.031128021176228246,0.028478164167615803,1.6735425633407568,0.09422053477969171,Overall
siteSource2,-0.04099925441279778,0.04328771515731576,0.03746792950159281,-1.0942492675250401,0.27384566896228885,Overall
siteSource3,-0.6336770917787298,0.06061724862381605,0.05556859801003447,-11.4035105162146,4.015921043520404e-30,Overall
siteSource4,-0.12071635595111913,0.04589884745057021,0.04283053121696791,-2.818465065016417,0.004825386172916551,Overall
siteSource5,0.5034886635789547,0.04585518398234076,0.04221311092266728,11.927305345993705,8.528982461672823e-33,Overall
siteSource6,-1.873055984417985,0.7846463309916586,0.7279658015799406,-2.5729999683402682,0.010082121693974596,Overall
siteSource7,-0.1132156799905545,0.05129743982436026,0.048875051643188436,-2.316430902561164,0.020534753099909223,Overall
hospitalization,0.3021600817114795,0.025643627635566636,0.022995346118997166,13.140053650327783,1.9408908591150123e-39,Overall
bmi,0.049365054792461754,0.0013733127787376401,0.0012181738646167494,40.52381702343658,0,Overall
ldl,-0.005677001907443281,4.4204390063293724e-4,4.7092817987895723e-4,-12.05492079259823,1.8270805283502397e-33,Overall
COHORThistorical,-0.33557792356014277,6.40132034490414,0.03533433131059219,-9.497220157086897,2.1556794883020595e-21,Overlap
COHORTunexposed,-0.12800793746698463,6.325521465156864,0.0262671931151026,-4.873300961623689,1.097488342262295e-6,Overlap
age,0.02931190352648097,0.1536876670947892,6.932528112565318e-4,42.28169442739464,0,Overlap
nhblack,0.502979184388317,5.874492802353701,0.029494242257618413,17.05347030091599,3.2938327179256607e-65,Overlap
hispanic,0.29189898516764967,7.395718454724634,0.03528618197210429,8.272331231483536,1.313647400064652e-16,Overlap
nhother,0.2296865926237874,12.464736726159456,0.06275440185010156,3.6600873540700585,2.521292804001038e-4,Overlap
smoking,0.0653732830480131,7.412907907642264,0.03683329580621232,1.7748420720197189,0.0759239673615572,Overlap
siteSource2,-0.10051645849411907,10.446140218863455,0.048936391744203,-2.054022679471995,0.03997349669799593,Overlap
siteSource3,-0.4832648607130315,12.132771190780094,0.0664698149839585,-7.270440888539562,3.58316082052629e-13,Overlap
siteSource4,-0.20709053813481454,9.90681017967697,0.0522799023767549,-3.961188309848351,7.45776870446867e-5,Overlap
siteSource5,0.36943670447966476,8.85289195487062,0.04428288525272366,8.342652073623459,7.264265892760072e-17,Overlap
siteSource6,-1.4502255701907505,119.63382056167968,0.8530185409768878,-1.700110256138083,0.08911018848449256,Overlap
siteSource7,-0.198649718361718,12.08220673196959,0.05977856918474714,-3.3230925575984624,8.902537013201969e-4,Overlap
hospitalization,0.40215978370886585,6.02894271827228,0.029864396423493787,13.466194930110623,2.4728504905053914e-41,Overlap
bmi,0.04949641135618106,0.3005609759017598,0.0014370713848006276,34.44255579763559,5.8204280486074816e-260,Overlap
ldl,-0.005955311930940466,0.10134112089311857,5.836205370368659e-4,-10.204082195559002,1.9010999791757014e-24,Overlap
COHORThistorical,-0.4367297623449038,0.03710829349427243,0.04547057344715897,-9.604668013532407,7.640374787107758e-22,Sex
COHORTunexposed,-0.1486153603219227,0.028596569067167007,0.03421301759791119,-4.343824975292333,1.4002308860649115e-5,Sex
sex_categoryMale,0.26575389095944835,0.040180798922920646,0.04496220734929572,5.910605965025226,3.408514997857187e-9,Sex
age,0.03033972075585401,6.318757633165239e-4,6.007609393793122e-4,50.50215279841609,0,Sex
nhblack,0.5875725746680505,0.024171732673255432,0.025763628373529267,22.806282024769054,3.9721001703822893e-115,Sex
hispanic,0.3451036688148072,0.03023506874098453,0.030422983475793662,11.34351826767392,7.986763419132448e-30,Sex
nhother,0.22714728725797528,0.05170260447516567,0.052812199674126634,4.301038181699854,1.6999976215157584e-5,Sex
smoking,0.05622442287086896,0.02924116084580952,0.029512947881132682,1.905076480239124,0.05677013022225497,Sex
siteSource2,-0.0773049652485836,0.040597344406440465,0.03905639303362124,-1.9793165534266446,0.047780377013449345,Sex
siteSource3,-0.5483502966684458,0.05276431105791886,0.05778978744159195,-9.488705893280237,2.3392014084961464e-21,Sex
siteSource4,-0.1458131950151124,0.04140568489572699,0.044683862056867876,-3.2632182694848555,0.0011015464579270868,Sex
siteSource5,0.42185839331012825,0.0383396321176108,0.04115050229148089,10.251597667556606,1.1640335324533091e-24,Sex
siteSource6,-1.8542332960071173,0.6609985544072756,0.7185497323904306,-2.5805218656731785,0.00986511087247974,Sex
siteSource7,-0.13774936334875837,0.048016609196167404,0.050744430004278994,-2.714571103412586,0.006636165289513138,Sex
hospitalization,0.34192611216876845,0.02387946753433735,0.0250992494017716,13.622961654966225,2.924624405841571e-42,Sex
bmi,0.051298495452725336,0.0012240123434898577,0.001263874263990944,40.58829023920445,0,Sex
ldl,-0.005031854876684276,4.115017694514751e-4,5.152605199957762e-4,-9.765651901149974,1.5809197100005968e-22,Sex
COHORThistorical:sex_categoryMale,0.07985315692499949,0.062057302263557226,0.06503807889931122,1.2277908307935148,0.21952549859678525,Sex
COHORTunexposed:sex_categoryMale,-0.06095177735794891,0.049896947813394994,0.05047774657732366,-1.2074979865549416,0.2272404200054767,Sex
COHORThistorical,-0.4448728902966346,0.1139742358842176,0.1052086253803128,-4.228483061046453,2.3527222585279306e-5,Age
COHORTunexposed,-0.1834821910590081,0.09831727055622323,0.0806254391504312,-2.2757357106194043,0.022861832637700332,Age
age_category40 to 64,0.720688465564288,0.08428782210076252,0.08028378029220326,8.97676296434035,2.788497845389134e-19,Age
age_category65 plus,0.47629296978342983,0.11290437687884496,0.09990819571889782,4.767306289100946,1.8670536248079614e-6,Age
age,0.02563363342532121,0.0016675867953959479,0.0013234083850675626,19.36940532835793,1.3986357590041438e-83,Age
nhblack,0.5249450618498032,0.029126781395685152,0.025379290416948898,20.683992862906532,4.827496977249974e-95,Age
hispanic,0.2907885477785035,0.036399827806356706,0.030295538716160864,9.59839501462257,8.11989259421823e-22,Age
nhother,0.19695869621902182,0.06183321720879711,0.05244922484916135,3.7552260645501447,1.7318508910373631e-4,Age
smoking,0.04687169984633028,0.03552643678668307,0.029490275941556156,1.5893950921049582,0.11197122195196513,Age
siteSource2,-0.10779321323267392,0.048944352456713,0.039071853356974474,-2.758845664367043,0.005800592271938433,Age
siteSource3,-0.5718858732650708,0.06413513437487395,0.057307145524308385,-9.97931179493995,1.877645532241057e-23,Age
siteSource4,-0.1411098017320911,0.05001885810437919,0.04452608310365426,-3.169149224368002,0.0015288587831929425,Age
siteSource5,0.4486490103987877,0.04736724259584141,0.04093772167120421,10.959305796305943,5.995751711226903e-28,Age
siteSource6,-1.3821458508586646,0.7575481922361057,0.7956297484348585,-1.737172162777454,0.08235678690398492,Age
siteSource7,-0.13964766114466037,0.05749360834947139,0.05046455215052358,-2.7672426523894456,0.0056532659535410016,Age
hospitalization,0.3762859649763056,0.028876559146850982,0.02470603815369134,15.230526344835445,2.2179868627455454e-52,Age
bmi,0.0474479003657715,0.0014912830285244156,0.0012807633603724806,37.04657849672743,2.038764704054833e-300,Age
ldl,-0.005774009319214934,4.8208820123577857e-4,4.985915538756233e-4,-11.58064005363255,5.165890016548292e-31,Age
COHORThistorical:age_category40 to 64,0.006717504859996784,0.12157852662912387,0.11366760030082715,0.059097797808861645,0.952874212671944,Age
COHORTunexposed:age_category40 to 64,-0.007983754613398775,0.10437536896385569,0.08725155545203493,-0.09150271960237671,0.9270931453736687,Age
COHORThistorical:age_category65 plus,0.16153111321081928,0.134995739304219,0.1180552063824287,1.3682675941250273,0.17122833039464772,Age
COHORTunexposed:age_category65 plus,0.04612598756700522,0.11261824681505206,0.09082446348629067,0.5078586296737951,0.6115524894029326,Age
COHORThistorical,-0.310751680734244,0.09952770397939752,0.06961043700700667,-4.464153567991034,8.03858959848565e-6,Race-Ethnicity
COHORTunexposed,-0.0666159035007658,0.07838769515292836,0.05415627195671856,-1.230068117576574,0.21867159787409554,Race-Ethnicity
raceeth_categoryNH Black,0.2657180366166258,0.07433804196444736,0.06067660538374288,4.3792502058432525,1.1908833958017437e-5,Race-Ethnicity
raceeth_categoryNH White,-0.217214292930053,0.06862597530513097,0.05966718535038304,-3.640431363646661,2.721816588002265e-4,Race-Ethnicity
age,0.027525847454302903,7.852957699905858e-4,6.271384263589284e-4,43.891183026551005,0,Race-Ethnicity
smoking,0.03484067076637459,0.03506806238163483,0.03128157884224658,1.1137759683447104,0.2653753090916604,Race-Ethnicity
siteSource2,-0.15165301022633104,0.05124280851406727,0.04181826524592844,-3.626477792287103,2.87313516684568e-4,Race-Ethnicity
siteSource3,-0.5086785457952885,0.06456323878536614,0.06165869120936098,-8.249908258157468,1.5851616948110888e-16,Race-Ethnicity
siteSource4,-0.15299289239931782,0.05036962594877671,0.0472565275318975,-3.2374975562063835,0.001205829723747722,Race-Ethnicity
siteSource5,0.49234607383515666,0.04521098881923539,0.04237147694363741,11.619752469097927,3.2708253365095434e-31,Race-Ethnicity
siteSource6,-1.5958487008465854,0.786702871575114,0.7072904800977874,-2.256284717172991,0.02405280588530106,Race-Ethnicity
siteSource7,-0.17848936750909933,0.05825053323811393,0.0534013593747262,-3.3424124329234735,8.305355576434369e-4,Race-Ethnicity
hospitalization,0.3472161303279398,0.02903096422467749,0.02612928252329801,13.288391291201615,2.703277444541482e-40,Race-Ethnicity
bmi,0.05328894353177471,0.0015164634325537329,0.0013135102516102543,40.569872573470136,0,Race-Ethnicity
ldl,-0.00652253689179821,4.992825195481873e-4,5.17482200642131e-4,-12.604369548758495,1.9976355316061937e-36,Race-Ethnicity
COHORThistorical:raceeth_categoryNH Black,-0.1012995279110718,0.12413949348444675,0.08954246740511258,-1.1313015024789002,0.2579282121781213,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH Black,-0.09748855664340783,0.0983550824708339,0.06890227014037734,-1.4148816351738558,0.15710320338447967,Race-Ethnicity
COHORThistorical:raceeth_categoryNH White,-0.11026651359488439,0.10901743738364934,0.0851442295724132,-1.2950556267715743,0.19530104072204477,Race-Ethnicity
COHORTunexposed:raceeth_categoryNH White,-0.16512923582007796,0.08645321203712646,0.06652717052778856,-2.482132255288132,0.013059879290914225,Race-Ethnicity
COHORThistorical,-0.4059309993402915,0.028010189663631512,0.038683844365299175,-10.493553730260233,9.248311909616854e-26,Hospitalization
COHORTunexposed,-0.14084195037946343,0.025507492247639027,0.03232440322461896,-4.357140003506552,1.3177298438174475e-5,Hospitalization
hospitalization,0.4014452596023925,0.04639290215961723,0.048298390526314273,8.311773026549906,9.428262987016589e-17,Hospitalization
age,0.03170253336814548,5.969747517821271e-4,6.25848361676081e-4,50.65529497152169,0,Hospitalization
nhblack,0.5694019097767017,0.022348330117936823,0.0267129659961242,21.315563006343684,8.14222502746666e-101,Hospitalization
hispanic,0.31773431003000335,0.02784218456920028,0.03129032482760491,10.154394745998042,3.167695485330016e-24,Hospitalization
nhother,0.2601218186920802,0.0464098515484313,0.054799093740546284,4.746827017316419,2.0663252447670744e-6,Hospitalization
smoking,0.023292714493342026,0.027436884028099517,0.030659157971147134,0.7597310570388934,0.447415360563312,Hospitalization
siteSource2,-0.10241790530824767,0.03603455507326498,0.03983205033043048,-2.571243620617829,0.010133401441059068,Hospitalization
siteSource3,-0.5247395301135004,0.05331415502379819,0.06403728751409425,-8.194281027253194,2.5209544974623723e-16,Hospitalization
siteSource4,-0.3170269018644075,0.04251920518293737,0.04898084739651142,-6.472466662285374,9.641579845857754e-11,Hospitalization
siteSource5,0.4406657640661171,0.034563043650234763,0.0421117627758904,10.464196581160566,1.2614206114461433e-25,Hospitalization
siteSource6,-1.4511614387689449,0.5042380610347963,0.884405023452186,-1.6408335550882358,0.10083197077747404,Hospitalization
siteSource7,-0.24797612115842074,0.04568430820182927,0.053641328849157593,-4.622855668914233,3.784930805045734e-6,Hospitalization
bmi,0.055012999490805514,0.001148594759614945,0.0012729712973011008,43.21621359997803,0,Hospitalization
ldl,-0.00647778569131921,3.836277386884164e-4,5.137919620410633e-4,-12.607798817221457,1.912604427630486e-36,Hospitalization
COHORThistorical:hospitalization,0.18745079250622412,0.1524155853770639,0.08737749382488386,2.1452983405761272,0.0319290010993178,Hospitalization
COHORTunexposed:hospitalization,-0.13445353868072157,0.05726957885964339,0.053526865062148626,-2.511888908954618,0.01200868849863859,Hospitalization
