Estimate,SE,dfcom,LCI,UCI,term,exposure,exposure_value,modifier_value,outcome,modifier_var,modifier1,modifier1_value
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,NA,NA,NA
0.41185132197930924,0.034622170881491346,218713,0.3439918670515862,0.4797107769070323,Contrast 3,COHORTexposed,1,NA,CPIT2DM,NA,NA,NA
0.24373059992523505,0.030778929032238573,218713,0.18340389902204746,0.30405730082842264,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,NA,NA,NA
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,Overlap,NA,NA
0.3336376852956137,0.03541617236242664,218713,0.2642219874652575,0.40305338312596994,Contrast 3,COHORTexposed,1,NA,CPIT2DM,Overlap,NA,NA
0.20428797608129426,0.032554930026535166,218713,0.14048031322928534,0.2680956389333032,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,Overlap,NA,NA
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0.3546319162459696,0.049834951599142835,218713,0.25695541111164966,0.4523084213802896,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0.14487374200540154,0.04169209326736783,218713,0.0631572392013606,0.22659024480944248,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryMale,1
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.4355589493101541,0.045574337299287775,218713,0.34623324820355006,0.5248846504167581,Contrast 3,COHORTexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0.283440766023732,0.04018744149320089,218713,0.2046733806970583,0.36220815135040574,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,sex_category,sex_categoryFemale,1
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0.4433774566671164,0.10535820673220532,218713,0.236875371471994,0.6498795418622388,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0.2540755507071499,0.09173051842929299,218713,0.07428373458573562,0.43386736682856414,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category18 to 39,1
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0.4372271156044052,0.04547200100558884,218713,0.34810199363345107,0.5263522375753593,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0.24423315440601773,0.03973711182458643,218713,0.16634841522982832,0.3221178935822071,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category40 to 64,1
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,age_category,age_category65 plus,1
0.28021134359009536,0.05574272629096506,218713,0.17095560005980387,0.38946708712038686,Contrast 3,COHORTexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
0.14120048229475607,0.04566084451584586,218713,0.05170522704369819,0.23069573754581396,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,age_category,age_category65 plus,1
0,0,206727,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0.30605707825933365,0.06992176657134604,206727,0.1690104157794954,0.4431037407391719,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0.23885980440126817,0.06022968584521596,206727,0.12080962014464489,0.3569099886578915,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryHispanic,1
0,0,206727,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0.4178809578574973,0.051885602214613705,206727,0.31618517751685443,0.5195767381981402,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0.18432094056581247,0.04328646066528517,206727,0.09947947766185353,0.2691624034697714,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH White,1
0,0,206727,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0.4148177147966242,0.05893136710963296,206727,0.2993122352617436,0.5303231943315048,Contrast 3,COHORTexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0.24802908079391786,0.05181732037571554,206727,0.1464671328575154,0.34959102873032033,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,raceeth_category,raceeth_categoryNH Black,1
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0.21402356900204472,0.07949691784144038,218713,0.0582096100328216,0.36983752797126784,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
-0.06598413845774084,0.07383772645438798,218713,-0.21070608230834129,0.0787378053928596,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,hospitalization,1
0,0,218713,0,0,Contrast 3,COHORThistorical,1,NA,CPIT2DM,hospitalization_category,,1
0.40463765830867876,0.03872705941016758,218713,0.3287326218647503,0.48054269475260725,Contrast 3,COHORTexposed,1,NA,CPIT2DM,hospitalization_category,,1
0.2631048149456779,0.03296801587974846,218713,0.19848750382137093,0.32772212606998485,Contrast 3,COHORTunexposed,1,NA,CPIT2DM,hospitalization_category,,1
